OBW67823.1	OBW67823.1	2-HACID_DH
CVK87287.1	OAA57931.1	SESB-LIKE
AUM60061.1	XP_013276951.1	SESB-LIKE
EWY97466.1	XP_013276951.1	SESB-LIKE
CUS15082.1	CUS15082.1	SESB-LIKE
CUS12309.1	XP_013276951.1	SESB-LIKE
XP_025522357.1	PGH27938.1	SESB-LIKE
EYB27866.1	XP_013276951.1	SESB-LIKE
EYB27173.1	XP_013276951.1	SESB-LIKE
XP_020053271.1	XP_013276951.1	SESB-LIKE
XP_017997343.1	XP_013276951.1	SESB-LIKE
EYB26031.1	XP_013276951.1	SESB-LIKE
EWY85755.1	XP_013276951.1	SESB-LIKE
EWY86001.1	EGU86055.1	SESB-LIKE
CEF86065.1	XP_013276951.1	SESB-LIKE
XP_024322842.1	XP_013276951.1	SESB-LIKE
CEF86049.1	XP_013276951.1	SESB-LIKE
CEF84083.1	XP_013276951.1	SESB-LIKE
EYB25162.1	XP_013276951.1	SESB-LIKE
EYB25034.1	XP_013276951.1	SESB-LIKE
EYB24444.1	XP_013276951.1	SESB-LIKE
XP_018005242.1	XP_013276951.1	SESB-LIKE
CEF83186.1	XP_013276951.1	SESB-LIKE
CUS07813.1	XP_013276951.1	SESB-LIKE
ATY66741.1	ATY66741.1	SESB-LIKE
CUS14801.1	XP_013276951.1	SESB-LIKE
EYB30509.1	XP_013276951.1	SESB-LIKE
EXU98735.1	XP_013276951.1	SESB-LIKE
CVK89251.1	PNP82941.1	SESB-LIKE
XP_024404575.1	XP_013276951.1	SESB-LIKE
EXM36440.1	PNP82941.1	SESB-LIKE
XP_025594203.1	XP_013276951.1	SESB-LIKE
XP_024759226.1	XP_013276951.1	SESB-LIKE
XP_018761182.1	XP_013276951.1	SESB-LIKE
CVK96398.1	XP_013276951.1	SESB-LIKE
EXM27304.1	XP_013276951.1	SESB-LIKE
EXM26978.1	XP_013276951.1	SESB-LIKE
EXM26161.1	CZR52913.1	SESB-LIKE
CVK96463.1	XP_013276951.1	SESB-LIKE
XP_024758742.1	XP_013276951.1	SESB-LIKE
EGU82178.1	XP_013276951.1	SESB-LIKE
EXM25194.1	XP_013276951.1	SESB-LIKE
EXM25090.1	XP_013276951.1	SESB-LIKE
XP_024758324.1	XP_013276951.1	SESB-LIKE
XP_024758279.1	XP_013276951.1	SESB-LIKE
CCA75937.1	XP_013276951.1	SESB-LIKE
EWZ28319.1	XP_013276951.1	SESB-LIKE
EGU81831.1	PNP82941.1	SESB-LIKE
EXU94511.1	XP_013276951.1	SESB-LIKE
EWY98769.1	PNP82941.1	SESB-LIKE
EXU94777.1	XP_018139344.1	SESB-LIKE
EXU94927.1	KID86251.1	SESB-LIKE
EXU98176.1	XP_013276951.1	SESB-LIKE
EXU98174.1	XP_013276951.1	SESB-LIKE
CVK92209.1	EXM19187.1	SESB-LIKE
XP_024764467.1	XP_013276951.1	SESB-LIKE
EGU84309.1	XP_013276951.1	SESB-LIKE
EXU97961.1	EXU97961.1	SESB-LIKE
EXU97830.1	XP_013276951.1	SESB-LIKE
XP_024763856.1	XP_013276951.1	SESB-LIKE
CCX05836.1	CCX05836.1	SESB-LIKE
CVK92833.1	PNP82941.1	SESB-LIKE
XP_024763283.1	XP_013276951.1	SESB-LIKE
EXU97180.1	XP_013276951.1	SESB-LIKE
EXU96916.1	PNP51062.1	SESB-LIKE
EWZ27755.1	OXN14312.1	SESB-LIKE
EXU95839.1	XP_013276951.1	SESB-LIKE
XP_024762678.1	XP_013276951.1	SESB-LIKE
EXU95601.1	XP_013276951.1	SESB-LIKE
XP_024762110.1	XP_013276951.1	SESB-LIKE
EXU95252.1	XP_013276951.1	SESB-LIKE
CVK95433.1	XP_013276951.1	SESB-LIKE
XP_024769258.1	XP_013276951.1	SESB-LIKE
XP_024769563.1	XP_013276951.1	SESB-LIKE
EYB30532.1	XP_013276951.1	SESB-LIKE
CEG03958.1	RBA10322.1	SESB-LIKE
XP_016643364.1	XP_013276951.1	SESB-LIKE
GAA82561.1	XP_013276951.1	SESB-LIKE
XP_016643481.1	XP_013276951.1	SESB-LIKE
XP_024775642.1	XP_013276951.1	SESB-LIKE
XP_016643601.1	XP_013276951.1	SESB-LIKE
EZG13669.1	XP_013276951.1	SESB-LIKE
EZG09134.1	XP_013276951.1	SESB-LIKE
XP_020116595.1	XP_013276951.1	SESB-LIKE
EZG03282.1	XP_013276951.1	SESB-LIKE
XP_024774061.1	XP_013276951.1	SESB-LIKE
XP_016644694.1	XP_016644694.1	SESB-LIKE
EZF76775.1	XP_013276951.1	SESB-LIKE
XP_020061482.1	XP_013276951.1	SESB-LIKE
EGZ69684.1	XP_013276951.1	SESB-LIKE
EZF70799.1	XP_013276951.1	SESB-LIKE
XP_025517662.1	XP_013276951.1	SESB-LIKE
CEG02692.1	CEG02692.1	SESB-LIKE
EZF35156.1	XP_013276951.1	SESB-LIKE
GAA91885.1	XP_013276951.1	SESB-LIKE
EZF34884.1	XP_013276951.1	SESB-LIKE
XP_024777394.1	XP_013276951.1	SESB-LIKE
XP_016643021.1	XP_013276951.1	SESB-LIKE
GAM37727.1	XP_024718933.1	SESB-LIKE
CEJ56419.1	XP_013276951.1	SESB-LIKE
XP_023454857.1	XP_023454857.1	SESB-LIKE
GAM36998.1	GAM36998.1	SESB-LIKE
XP_023458228.1	XP_013276951.1	SESB-LIKE
GAM34008.1	GAM34008.1	SESB-LIKE
XP_016641863.1	XP_013276951.1	SESB-LIKE
GAM34005.1	KFX90997.1	SESB-LIKE
CEJ54101.1	XP_013276951.1	SESB-LIKE
CEG05229.1	XP_013276951.1	SESB-LIKE
XP_024778698.1	XP_013276951.1	SESB-LIKE
CEG05103.1	CEG05103.1	SESB-LIKE
GAD99257.1	PVF91601.1	SESB-LIKE
GAD97538.1	XP_013276951.1	SESB-LIKE
EHA23056.1	XP_013276951.1	SESB-LIKE
GAD95256.1	XP_013276951.1	SESB-LIKE
XP_024777936.1	XP_013276951.1	SESB-LIKE
EWY81002.1	XP_013276951.1	SESB-LIKE
EHA20364.1	XP_013276951.1	SESB-LIKE
XP_024777406.1	XP_013276951.1	SESB-LIKE
XP_016644882.1	XP_003008115.1	SESB-LIKE
CCA76089.1	XP_013276951.1	SESB-LIKE
EWY83791.1	XP_013276951.1	SESB-LIKE
EYB32793.1	XP_013276951.1	SESB-LIKE
EGU88543.1	XP_013276951.1	SESB-LIKE
XP_016645913.1	XP_013276951.1	SESB-LIKE
XP_024770340.1	PGH27938.1	SESB-LIKE
XP_016646029.1	XP_013276951.1	SESB-LIKE
EYB31278.1	XP_013276951.1	SESB-LIKE
EWY84836.1	XP_013276951.1	SESB-LIKE
XP_016646134.1	XP_013276951.1	SESB-LIKE
XP_024769933.1	XP_013276951.1	SESB-LIKE
XP_016646207.1	XP_013276951.1	SESB-LIKE
XP_020054794.1	XP_020054794.1	SESB-LIKE
EYB31027.1	EYB31027.1	SESB-LIKE
XP_016646463.1	PKS11033.1	SESB-LIKE
XP_016646573.1	XP_013276951.1	SESB-LIKE
EWY85171.1	XP_013276951.1	SESB-LIKE
XP_016646624.1	XP_013276951.1	SESB-LIKE
EWY85491.1	XP_013276951.1	SESB-LIKE
XP_016761913.1	XP_013276951.1	SESB-LIKE
XP_024321949.1	XP_013276951.1	SESB-LIKE
XP_025519756.1	XP_013276951.1	SESB-LIKE
XP_024770800.1	OAQ78445.1	SESB-LIKE
EWY84726.1	XP_013276951.1	SESB-LIKE
EYE91777.1	XP_013276951.1	SESB-LIKE
EGU89472.1	XP_013276951.1	SESB-LIKE
XP_024772849.1	XP_013276951.1	SESB-LIKE
EZF33582.1	XP_013276951.1	SESB-LIKE
EZF31044.1	XP_013276951.1	SESB-LIKE
XP_025518251.1	XP_013276951.1	SESB-LIKE
XP_016645330.1	XP_013276951.1	SESB-LIKE
XP_024772640.1	XP_013276951.1	SESB-LIKE
EZF11995.1	XP_013276951.1	SESB-LIKE
EZF10790.1	EZF10790.1	SESB-LIKE
EXM21692.1	XP_013276951.1	SESB-LIKE
EWY83792.1	XP_013276951.1	SESB-LIKE
XP_024771875.1	XP_013276951.1	SESB-LIKE
EYE98763.1	XP_013276951.1	SESB-LIKE
XP_016645424.1	XP_013276951.1	SESB-LIKE
XP_024771706.1	XP_013276951.1	SESB-LIKE
XP_024319868.1	XP_013276951.1	SESB-LIKE
EGU88573.1	XP_013276951.1	SESB-LIKE
EYE97841.1	XP_013276951.1	SESB-LIKE
EYE94675.1	XP_013276951.1	SESB-LIKE
EYE92874.1	XP_013276951.1	SESB-LIKE
CCA76038.1	XP_013276951.1	SESB-LIKE
XP_018129981.1	XP_013276951.1	SESB-LIKE
EWZ28359.1	XP_013276951.1	SESB-LIKE
XP_024757053.1	XP_013276951.1	SESB-LIKE
XP_018071757.1	XP_013276951.1	SESB-LIKE
EXL81676.1	XP_013276951.1	SESB-LIKE
EXL78716.1	XP_013276951.1	SESB-LIKE
XP_024744439.1	XP_013276951.1	SESB-LIKE
XP_018073350.1	XP_013276951.1	SESB-LIKE
XP_024744322.1	PMD42291.1	SESB-LIKE
CDP27529.1	XP_013276951.1	SESB-LIKE
XP_018752710.1	PYI09493.1	SESB-LIKE
CVL07159.1	XP_013276951.1	SESB-LIKE
XP_018074068.1	XP_013276951.1	SESB-LIKE
XP_018752709.1	PYI09493.1	SESB-LIKE
XP_024545988.1	XP_013276951.1	SESB-LIKE
EXL75787.1	XP_013276951.1	SESB-LIKE
XP_024545989.1	XP_013276951.1	SESB-LIKE
XP_018075189.1	XP_013276951.1	SESB-LIKE
EXL75152.1	XP_013276951.1	SESB-LIKE
CVL07302.1	XP_013276951.1	SESB-LIKE
EXL74236.1	XP_013276951.1	SESB-LIKE
EXL73093.1	XP_013276951.1	SESB-LIKE
XP_018752711.1	PYI09493.1	SESB-LIKE
XP_018752707.1	XP_013276951.1	SESB-LIKE
EXL85960.1	PNP82941.1	SESB-LIKE
XP_018071074.1	XP_018071074.1	SESB-LIKE
EXM05743.1	XP_013276951.1	SESB-LIKE
EXM05446.1	XP_013276951.1	SESB-LIKE
CDP29667.1	XP_013276951.1	SESB-LIKE
XP_018067176.1	XP_018067176.1	SESB-LIKE
XP_024745352.1	XP_013276951.1	SESB-LIKE
EXM00556.1	XP_013276951.1	SESB-LIKE
EXL99611.1	XP_013276951.1	SESB-LIKE
CCA73065.1	XP_013276951.1	SESB-LIKE
XP_024406624.1	XP_013276951.1	SESB-LIKE
XP_024744548.1	XP_013276951.1	SESB-LIKE
EXL93640.1	XP_013276951.1	SESB-LIKE
EXL93639.1	XP_013276951.1	SESB-LIKE
XP_024511554.1	XP_013276951.1	SESB-LIKE
EWZ32340.1	XP_013276951.1	SESB-LIKE
EXL92970.1	XP_013276951.1	SESB-LIKE
XP_025582775.1	XP_013276951.1	SESB-LIKE
XP_024511754.1	XP_023454857.1	SESB-LIKE
XP_018752715.1	EXK81073.1	SESB-LIKE
XP_018752713.1	XP_018752713.1	SESB-LIKE
EXL85961.1	EWZ44850.1	SESB-LIKE
EXM05744.1	XP_013276951.1	SESB-LIKE
XP_018077323.1	XP_013276951.1	SESB-LIKE
CVL07427.1	XP_013276951.1	SESB-LIKE
CVL10466.1	CVL04914.1	SESB-LIKE
XP_024741356.1	XP_024741356.1	SESB-LIKE
EXL66695.1	XP_013276951.1	SESB-LIKE
EWZ36204.1	XP_013276951.1	SESB-LIKE
EXL66121.1	XP_013276951.1	SESB-LIKE
XP_024547570.1	XP_013276951.1	SESB-LIKE
XP_024548107.1	XP_013276951.1	SESB-LIKE
EGE83411.1	XP_013276951.1	SESB-LIKE
XP_018128931.1	XP_013276951.1	SESB-LIKE
EGE08451.1	XP_013276951.1	SESB-LIKE
EWZ40814.1	EXM19187.1	SESB-LIKE
EXL65158.1	XP_013276951.1	SESB-LIKE
EWZ44849.1	PNP82941.1	SESB-LIKE
EWZ44850.1	EWZ44850.1	SESB-LIKE
XP_018742290.1	XP_013276951.1	SESB-LIKE
EGE06080.1	XP_013276951.1	SESB-LIKE
CVL11946.1	XP_013276951.1	SESB-LIKE
EGE05543.1	XP_013276951.1	SESB-LIKE
XP_018742055.1	XP_013276951.1	SESB-LIKE
EWZ35623.1	XP_013276951.1	SESB-LIKE
EGU71746.1	XP_013276951.1	SESB-LIKE
EWZ35285.1	XP_013276951.1	SESB-LIKE
XP_024547404.1	XP_013276951.1	SESB-LIKE
CVL07920.1	EXM19187.1	SESB-LIKE
CCA73096.1	XP_013276951.1	SESB-LIKE
CVL08090.1	XP_013276951.1	SESB-LIKE
EXL71868.1	XP_013276951.1	SESB-LIKE
XP_018752706.1	XP_013276951.1	SESB-LIKE
XP_018752705.1	XP_013276951.1	SESB-LIKE
CVL09187.1	XP_013276951.1	SESB-LIKE
EXL70512.1	XP_013276951.1	SESB-LIKE
EWZ32341.1	XP_013276951.1	SESB-LIKE
XP_024742530.1	XP_013276951.1	SESB-LIKE
EXL70029.1	EXM19187.1	SESB-LIKE
EWZ32733.1	XP_013276951.1	SESB-LIKE
CCA75635.1	XP_013276951.1	SESB-LIKE
EXL67958.1	RBR23397.1	SESB-LIKE
EWZ35178.1	XP_013276951.1	SESB-LIKE
CVL09677.1	XP_013276951.1	SESB-LIKE
CVL09977.1	XP_013276951.1	SESB-LIKE
EGE86568.2	XP_018706513.1	SESB-LIKE
XP_018127343.1	XP_013276951.1	SESB-LIKE
XP_018127480.1	XP_013276951.1	SESB-LIKE
XP_024745588.1	XP_013276951.1	SESB-LIKE
XP_024406327.1	XP_013276951.1	SESB-LIKE
XP_018065350.1	XP_013276951.1	SESB-LIKE
EXM16492.1	XP_013276951.1	SESB-LIKE
XP_018758753.1	XP_013276951.1	SESB-LIKE
XP_024755171.1	XP_013276951.1	SESB-LIKE
XP_025589766.1	XP_013276951.1	SESB-LIKE
CVK98727.1	XP_013276951.1	SESB-LIKE
XP_018758752.1	XP_013276951.1	SESB-LIKE
CCX10918.1	CCX10918.1	SESB-LIKE
XP_018758671.1	XP_013276951.1	SESB-LIKE
EWZ29451.1	XP_013276951.1	SESB-LIKE
XP_024405553.1	XP_023454857.1	SESB-LIKE
XP_018060690.1	XP_018060690.1	SESB-LIKE
CVK99417.1	XP_014539517.1	SESB-LIKE
CCA68484.1	XP_013276951.1	SESB-LIKE
CCA75867.1	XP_013276951.1	SESB-LIKE
CCA75798.1	XP_013276951.1	SESB-LIKE
XP_018757605.1	XP_013276951.1	SESB-LIKE
XP_018757312.1	XP_013276951.1	SESB-LIKE
CCA68694.1	CCA68694.1	SESB-LIKE
EGU78519.1	XP_013276951.1	SESB-LIKE
CCX06523.1	CCX06523.1	SESB-LIKE
XP_024752615.1	XP_013276951.1	SESB-LIKE
CCA68224.1	XP_013276951.1	SESB-LIKE
EXM16774.1	XP_013276951.1	SESB-LIKE
CVK98349.1	XP_013276951.1	SESB-LIKE
XP_024405052.1	OAQ78445.1	SESB-LIKE
EGU81747.1	XP_013276951.1	SESB-LIKE
XP_018759422.1	XP_013276951.1	SESB-LIKE
EXM19187.1	EXM19187.1	SESB-LIKE
CVK98440.1	XP_013276951.1	SESB-LIKE
CBF78714.1	XP_013276951.1	SESB-LIKE
EXM18402.1	XP_013276951.1	SESB-LIKE
XP_024755784.1	XP_013276951.1	SESB-LIKE
CBF83794.1	XP_013276951.1	SESB-LIKE
XP_024405211.1	CRJ96424.1	SESB-LIKE
EGU80995.1	EGU80995.1	SESB-LIKE
XP_024405437.1	XP_013276951.1	SESB-LIKE
EXM18401.1	XP_013276951.1	SESB-LIKE
CCA66627.1	XP_013276951.1	SESB-LIKE
XP_024755658.1	OAQ78445.1	SESB-LIKE
EGU80426.1	EGU80426.1	SESB-LIKE
CCA67403.1	CCA67403.1	SESB-LIKE
XP_018758754.1	XP_018758754.1	SESB-LIKE
EXM16559.1	XP_013276951.1	SESB-LIKE
XP_025587538.1	XP_013276951.1	SESB-LIKE
XP_024752355.1	XP_013276951.1	SESB-LIKE
XP_025587139.1	KXX77252.1	SESB-LIKE
XP_018755396.1	XP_013276951.1	SESB-LIKE
EXM13566.1	XP_013276951.1	SESB-LIKE
EXM13351.1	XP_013276951.1	SESB-LIKE
XP_024746828.1	OAQ78445.1	SESB-LIKE
CEF74645.1	CEF74645.1	SESB-LIKE
CVL05986.1	XP_013276951.1	SESB-LIKE
XP_018064233.1	XP_013276951.1	SESB-LIKE
EXM13252.1	XP_013276951.1	SESB-LIKE
EXM13231.1	XP_013276951.1	SESB-LIKE
EWZ31619.1	XP_013276951.1	SESB-LIKE
EXM08454.1	EWZ44850.1	SESB-LIKE
XP_024746408.1	XP_013276951.1	SESB-LIKE
XP_018065117.1	XP_013276951.1	SESB-LIKE
XP_024406284.1	KUL86888.1	SESB-LIKE
CDP31750.1	XP_013276951.1	SESB-LIKE
EXM06157.1	XP_013276951.1	SESB-LIKE
EXM06068.1	XP_013276951.1	SESB-LIKE
XP_018754607.1	PNP82941.1	SESB-LIKE
CDP30253.1	XP_013276951.1	SESB-LIKE
CCX11664.1	XP_013276951.1	SESB-LIKE
CCA71553.1	PVF91601.1	SESB-LIKE
CCA75680.1	XP_013276951.1	SESB-LIKE
CCA71170.1	XP_013276951.1	SESB-LIKE
CEF78526.1	XP_013276951.1	SESB-LIKE
CCA69054.2	XP_013276951.1	SESB-LIKE
CVL01500.1	XP_013276951.1	SESB-LIKE
EGU78152.1	XP_013276951.1	SESB-LIKE
CVL03498.1	XP_016644694.1	SESB-LIKE
XP_024405847.1	XP_013276951.1	SESB-LIKE
XP_025586753.1	XP_013276951.1	SESB-LIKE
EGU77181.1	XP_013276951.1	SESB-LIKE
XP_025585961.1	XP_013276951.1	SESB-LIKE
CVK97781.1	XP_013276951.1	SESB-LIKE
XP_018061088.1	XP_018061088.1	SESB-LIKE
XP_024405954.1	XP_013276951.1	SESB-LIKE
CVL04450.1	XP_013276951.1	SESB-LIKE
CVL04679.1	XP_013276951.1	SESB-LIKE
CVL04914.1	CVL04914.1	SESB-LIKE
XP_025584229.1	XP_013276951.1	SESB-LIKE
XP_018061740.1	XP_013276951.1	SESB-LIKE
CVL05354.1	XP_013276951.1	SESB-LIKE
CCA69904.1	XP_013276951.1	SESB-LIKE
XP_018756945.1	RBQ94380.1	SESB-LIKE
XP_024748657.1	XP_013276951.1	SESB-LIKE
CEJ86006.1	XP_013276951.1	SESB-LIKE
PQE33462.1	XP_013276951.1	SESB-LIKE
XP_013961255.1	XP_013961255.1	SESB-LIKE
RFN45475.1	XP_013276951.1	SESB-LIKE
RFN45443.1	KXJ85652.1	SESB-LIKE
RFN45021.1	XP_013276951.1	SESB-LIKE
OCL09319.1	XP_013276951.1	SESB-LIKE
OCL09819.1	OCL09819.1	SESB-LIKE
OCL10100.1	KFY29225.1	SESB-LIKE
RFN43947.1	RFN43947.1	SESB-LIKE
OCL04556.1	XP_013276951.1	SESB-LIKE
OCL11199.1	XP_013276951.1	SESB-LIKE
OCL11293.1	OCL11293.1	SESB-LIKE
OCL12311.1	XP_013276951.1	SESB-LIKE
OCL15206.1	XP_013276951.1	SESB-LIKE
RFN43622.1	XP_013276951.1	SESB-LIKE
OCT54189.1	XP_013276951.1	SESB-LIKE
RDW94780.1	XP_013276951.1	SESB-LIKE
ODH39374.1	XP_013276951.1	SESB-LIKE
RFN43712.1	XP_013276951.1	SESB-LIKE
RDW93966.1	XP_018706513.1	SESB-LIKE
RFN46168.1	OJJ74235.1	SESB-LIKE
OCL02754.1	XP_013276951.1	SESB-LIKE
OCK97769.1	XP_013276951.1	SESB-LIKE
RFN52578.1	XP_013276951.1	SESB-LIKE
RFN52394.1	KFX90997.1	SESB-LIKE
OCK98199.1	XP_013276951.1	SESB-LIKE
OCL00034.1	XP_013276951.1	SESB-LIKE
OCL00121.1	OCL00121.1	SESB-LIKE
OCL00355.1	XP_013276951.1	SESB-LIKE
OCL02917.1	OCL02917.1	SESB-LIKE
OCL00513.1	KKP02575.1	SESB-LIKE
OCL00607.1	XP_013276951.1	SESB-LIKE
OCL00766.1	XP_013276951.1	SESB-LIKE
OCL01570.1	OCL01570.1	SESB-LIKE
OCL01786.1	XP_013276951.1	SESB-LIKE
OCL02223.1	XP_013276951.1	SESB-LIKE
RFN48380.1	XP_013276951.1	SESB-LIKE
OCL02321.1	XP_013276951.1	SESB-LIKE
RFN50510.1	XP_018706513.1	SESB-LIKE
OCK97422.1	XP_013276951.1	SESB-LIKE
ODM18085.1	XP_013276951.1	SESB-LIKE
RDW91519.1	RDW91519.1	SESB-LIKE
RDW82157.1	XP_013276951.1	SESB-LIKE
OIW22955.1	XP_013276951.1	SESB-LIKE
RDW79835.1	PGH27938.1	SESB-LIKE
OIW24417.1	XP_013276951.1	SESB-LIKE
OIW24734.1	OIW24734.1	SESB-LIKE
OIW25252.1	XP_013276951.1	SESB-LIKE
RDW78214.1	XP_013276951.1	SESB-LIKE
OIW22727.1	KXJ85652.1	SESB-LIKE
RDW77997.1	XP_013276951.1	SESB-LIKE
OIW25372.1	XP_013276951.1	SESB-LIKE
OIW26047.1	XP_023454857.1	SESB-LIKE
RDW76977.1	RDW76977.1	SESB-LIKE
OIW26368.1	XP_013276951.1	SESB-LIKE
OIW26464.1	PNP82941.1	SESB-LIKE
OIW26705.1	XP_013276951.1	SESB-LIKE
OIW26895.1	XP_013276951.1	SESB-LIKE
OIW25313.1	XP_013276951.1	SESB-LIKE
RDW91693.1	XP_013276951.1	SESB-LIKE
RDW82749.1	XP_013276951.1	SESB-LIKE
RDW83502.1	XP_013276951.1	SESB-LIKE
RDW91132.1	XP_013276951.1	SESB-LIKE
RDW91018.1	RDW91018.1	SESB-LIKE
ODM19010.1	XP_013276951.1	SESB-LIKE
ODM19309.1	XP_013276951.1	SESB-LIKE
RDW89694.1	XP_013276951.1	SESB-LIKE
ODM22325.1	XP_013276951.1	SESB-LIKE
RDW89219.1	XP_013276951.1	SESB-LIKE
OHW99541.1	PNP82941.1	SESB-LIKE
RDW88650.1	XP_013276951.1	SESB-LIKE
RDW87439.1	XP_013276951.1	SESB-LIKE
RDW87375.1	RDW87375.1	SESB-LIKE
RDW86698.1	XP_013276951.1	SESB-LIKE
RDW85549.1	XP_013276951.1	SESB-LIKE
OHW94909.1	XP_013276951.1	SESB-LIKE
RDW85279.1	KFX90997.1	SESB-LIKE
RDW84265.1	XP_013276951.1	SESB-LIKE
RDW87769.1	XP_013276951.1	SESB-LIKE
OIW30948.1	XP_023454857.1	SESB-LIKE
RFU23642.1	XP_013276951.1	SESB-LIKE
RFU23947.1	XP_013276951.1	SESB-LIKE
OBT97015.2	XP_013276951.1	SESB-LIKE
RFU35461.1	XP_013276951.1	SESB-LIKE
RFU35449.1	RFU35449.1	SESB-LIKE
RFU35420.1	XP_013276951.1	SESB-LIKE
OBT97018.2	XP_013276951.1	SESB-LIKE
OBT97412.2	XP_013276951.1	SESB-LIKE
OBT98085.2	XP_013276951.1	SESB-LIKE
OBT95198.2	XP_013276951.1	SESB-LIKE
RFU34960.1	XP_013276951.1	SESB-LIKE
OBT98642.2	XP_013276951.1	SESB-LIKE
OBT99060.2	XP_013276951.1	SESB-LIKE
OBT99250.2	XP_013276951.1	SESB-LIKE
RFU34164.1	XP_013276951.1	SESB-LIKE
OBU00767.2	XP_013276951.1	SESB-LIKE
RFU34108.1	XP_024741356.1	SESB-LIKE
RFU33775.1	XP_013276951.1	SESB-LIKE
OBT98520.2	XP_013276951.1	SESB-LIKE
OBW68025.1	XP_013276951.1	SESB-LIKE
OBT93747.2	XP_013276951.1	SESB-LIKE
RFU75243.1	XP_013276951.1	SESB-LIKE
OBT89164.1	XP_013276951.1	SESB-LIKE
RFU79588.1	XP_013276951.1	SESB-LIKE
OBT89212.1	XP_013276951.1	SESB-LIKE
RFU78967.1	XP_013276951.1	SESB-LIKE
RFU78839.1	XP_013276951.1	SESB-LIKE
OBT89239.1	XP_013276951.1	SESB-LIKE
OBT89651.1	XP_013276951.1	SESB-LIKE
RFU74219.1	XP_013276951.1	SESB-LIKE
OBT89818.1	XP_013276951.1	SESB-LIKE
OBT90002.1	KFX90997.1	SESB-LIKE
RFU77499.1	RFU77499.1	SESB-LIKE
RFU77308.1	XP_013276951.1	SESB-LIKE
OBT91277.1	KFX90997.1	SESB-LIKE
RFU76310.1	OAQ78445.1	SESB-LIKE
RFU76297.1	XP_013276951.1	SESB-LIKE
OBT93610.2	XP_013276951.1	SESB-LIKE
RFU77887.1	XP_013276951.1	SESB-LIKE
OCK96452.1	XP_013276951.1	SESB-LIKE
OCK73381.1	KFX90997.1	SESB-LIKE
OCK73474.1	XP_013276951.1	SESB-LIKE
OCK90751.1	XP_013276951.1	SESB-LIKE
RFU26574.1	XP_013276951.1	SESB-LIKE
RFU26344.1	RFU26344.1	SESB-LIKE
OCK91665.1	XP_013276951.1	SESB-LIKE
OCK92017.1	XP_023454857.1	SESB-LIKE
OCK92431.1	XP_013276951.1	SESB-LIKE
OCK93158.1	XP_013276951.1	SESB-LIKE
RFU27200.1	PMD43045.1	SESB-LIKE
OCK93821.1	EGU80995.1	SESB-LIKE
OCK94243.1	XP_013276951.1	SESB-LIKE
RFU24716.1	XP_013276951.1	SESB-LIKE
RFU24235.1	XP_013276951.1	SESB-LIKE
OCK95793.1	XP_013276951.1	SESB-LIKE
RFU24043.1	XP_013276951.1	SESB-LIKE
OCK95935.1	XP_013276951.1	SESB-LIKE
OCK96063.1	XP_013276951.1	SESB-LIKE
OCK94017.1	XP_013276951.1	SESB-LIKE
OCK73384.1	KUI58347.1	SESB-LIKE
OCK89566.1	XP_013276951.1	SESB-LIKE
RFU27778.1	RBQ88943.1	SESB-LIKE
OCK73868.1	XP_013276951.1	SESB-LIKE
OCK73870.1	KFX90997.1	SESB-LIKE
OCK74785.1	XP_013276951.1	SESB-LIKE
OCK74802.1	XP_013276951.1	SESB-LIKE
RFU30516.1	XP_013276951.1	SESB-LIKE
OCK76186.1	XP_013276951.1	SESB-LIKE
RFU30366.1	XP_013276951.1	SESB-LIKE
RFU27758.1	XP_013276951.1	SESB-LIKE
OCK78308.1	OCK78308.1	SESB-LIKE
RFU29805.1	XP_013276951.1	SESB-LIKE
OCK79674.1	XP_013276951.1	SESB-LIKE
RFU29447.1	XP_013276951.1	SESB-LIKE
RFU29445.1	XP_013276951.1	SESB-LIKE
RFU28895.1	XP_013276951.1	SESB-LIKE
OCK88087.1	XP_013276951.1	SESB-LIKE
RFU28121.1	XP_013276951.1	SESB-LIKE
RFU29824.1	XP_013276951.1	SESB-LIKE
RFU80475.1	PNP48570.1	SESB-LIKE
OIW31154.1	XP_013276951.1	SESB-LIKE
OIW32077.1	XP_013276951.1	SESB-LIKE
OJJ60885.1	XP_013276951.1	SESB-LIKE
RDL34690.1	XP_013276951.1	SESB-LIKE
RDL34402.1	XP_013276951.1	SESB-LIKE
RDL33135.1	XP_013276951.1	SESB-LIKE
RDL31530.1	XP_013276951.1	SESB-LIKE
RDL31472.1	XP_013276951.1	SESB-LIKE
RDL31471.1	XP_013276951.1	SESB-LIKE
RDL35197.1	RDL35197.1	SESB-LIKE
OJJ65847.1	XP_013276951.1	SESB-LIKE
OJJ67877.1	XP_013276951.1	SESB-LIKE
OJJ71449.1	XP_013276951.1	SESB-LIKE
OJJ74185.1	XP_013276951.1	SESB-LIKE
OJJ74235.1	OJJ74235.1	SESB-LIKE
RDK44008.1	XP_013276951.1	SESB-LIKE
RDK43142.1	XP_013276951.1	SESB-LIKE
RDK42401.1	XP_013276951.1	SESB-LIKE
RDL30424.1	XP_013276951.1	SESB-LIKE
OJJ75298.1	XP_013276951.1	SESB-LIKE
RDL35776.1	XP_013276951.1	SESB-LIKE
RDL35976.1	KUI58347.1	SESB-LIKE
RDW56559.1	RDW56559.1	SESB-LIKE
RDW56552.1	RDW56552.1	SESB-LIKE
